prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1890,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_84859.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,327,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_5932.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2399,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_75422.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8914,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_20765.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3389,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_69673.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,756,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_4118.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7573,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_17043.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4121,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_19331.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5303,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_36050.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1730,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_36138.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6619,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_70106.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5749,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_24442.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9215,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_84825.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9061,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_98515.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5626,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_11355.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4800,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_41765.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4265,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_70614.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9121,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_19378.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2523,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_14833.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5703,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_74535.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6078,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_93629.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5096,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_46696.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9740,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_27497.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9693,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_31289.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7690,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_96609.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,878,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_61745.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2097,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_52530.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6966,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_24793.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,921,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_85222.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7207,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_87682.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4890,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_65162.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9169,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_7670.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,559,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_63425.png
a crying dog with a beard,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,580,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,./a crying dog with a beard_seed_14138.png
"Then the two children started walking, following their stepmother""s directions. Every few steps, Hansel dropped a little white pebble on the ground.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,13976,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_180.png
"""It""s almost night time.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2139,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_181.png
"""It""s almost night time.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2139,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_181.png
"I""m scared,"" said Gretel, crying.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2818,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_182.png
"""Wake up! Wake up you little fools! Today is your father""s birthday.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6124,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_183.png
"""",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,34,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_51.png
"""Oh no! We are lost!"" said Gretel, crying.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3482,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_184.png
"""Don""t worry, I have a plan,"" said Hansel.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3481,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_185.png
"""A house!""",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,746,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_93.png
"""Do you children like sweets? I have more inside the house! Come in! Come in! Don""t be afraid!",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,8122,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_186.png
"""Please don""t eat me!",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1760,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_187.png
"""Don""t worry.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1130,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_188.png
"""Tomorrow morning, the witch will see if you are fat enough to eat. When she comes, give her this twig instead of your finger,"" she ordered.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,12720,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_189.png
"Sure enough, in the morning, the witch hobbled over to Hansel and growled, ""Stick your finger through the cage. I want to see if you are fat enough to eat!""",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,14014,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_190.png
"""You're still too thin!"" she complained. ""Come here, foolish girl, and give your brother more sweets to eat.""",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,9753,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_191.png
"Gretel unlocked Hansel""s cage. The children found a basket and filled it with cakes and cookies, pies, and candies. Then they ran away as fast as they could.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,14172,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_192.png
"""Children! Please help me! I am starving!"" she begged.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4598,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_193.png
"""Here,"" Gretel said.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1638,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_194.png
"""Soup and bread. Your favorite.""",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2823,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_hansel_und_gretel/n_o_files_info_n_id_195.png
"Machine learning (ML) is a field of inquiry devoted to understanding and building methods that 'learn', that is, methods that leverage data to improve performance on some set of tasks.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,17004,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_196.png
[1] It is seen as a part of artificial intelligence.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4679,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_197.png
"Machine learning algorithms build a model based on sample data, known as training data, in order to make predictions or decisions without being explicitly programmed to do so.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,16502,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_198.png
"[2] Machine learning algorithms are used in a wide variety of applications, such as in medicine, email filtering, speech recognition, and computer vision, where it is difficult or unfeasible to develop conventional algorithms to perform the needed tasks.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,23947,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_199.png
[3],,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,235,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_200.png
"A subset of machine learning is closely related to computational statistics, which focuses on making predictions using computers, but not all machine learning is statistical learning.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,17587,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_201.png
"The study of mathematical optimization delivers methods, theory and application domains to the field of machine learning.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,11611,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_202.png
"Data mining is a related field of study, focusing on exploratory data analysis through unsupervised learning.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10470,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_203.png
[5][6] Some implementations of machine learning use data and neural networks in a way that mimics the working of a biological brain.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,12291,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_204.png
"[7][8] In its application across business problems, machine learning is also referred to as predictive analytics.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10684,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_wikipedia_machine_learning/n_o_files_info_n_id_205.png
Ylem.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,453,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_445.png
Yokel.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,562,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_446.png
Zaftig.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,659,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_447.png
Zeitgeist.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,998,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_448.png
Zephyr.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,688,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_449.png
Zeppelin.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,885,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_450.png
Ziggurat.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,891,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_451.png
Zorro,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,540,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_unusual_words/n_o_files_info_n_id_452.png
You don't understand!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1970,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_456.png
You don't understand!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1970,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_456.png
I coulda had class.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1682,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_457.png
I coulda had class.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1682,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_457.png
I coulda been a contender.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2348,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_458.png
"I could've been somebody, instead of a bum, which is what I am.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5504,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_459.png
"All right, Mr.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1168,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_463.png
"DeMille, I'm ready for my close-up.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3037,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_464.png
Fasten your seatbelts.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2149,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_466.png
It's going to be a bumpy night.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2731,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_467.png
E.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,115,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_473.png
T.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,130,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_474.png
phone home.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1041,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_475.png
"Made it, Ma!",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,911,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_478.png
Top of the world!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1522,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_479.png
A census taker once tried to test me.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3369,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_482.png
I ate his liver with some fava beans and a nice Chianti.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4993,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_483.png
Bond.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,433,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_484.png
James Bond.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,961,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_485.png
I am big!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,682,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_487.png
It's the pictures that got small.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3049,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_488.png
I'm walking here!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1487,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_491.png
"Play it, Sam.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1070,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_492.png
Play 'As Time Goes By.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1783,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_493.png
' You can't handle the truth!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2518,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_494.png
"You know how to whistle, don't you, Steve?",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3812,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_499.png
You just put your lips together and blow.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3898,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_500.png
Badges?,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,645,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_502.png
We ain't got no badges!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1981,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_503.png
We don't need no badges!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2072,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_504.png
I don't have to show you any stinking badges!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4096,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_505.png
Mama always said life was like a box of chocolates.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4656,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_509.png
You never know what you're gonna get.,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3436,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_510.png
Stella!,,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,646,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_515.png
"Hey, Stella!",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1016,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_516.png
"Oh, Jerry, don't let's ask for the moon.",,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3428,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,/home/manjarouser/code/stable-diffusion/o_story_movie_quotes/n_o_files_info_n_id_517.png
