prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
Doldrums,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,842,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Doohickey,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,927,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Dumfounded,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1035,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Earwig,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,607,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Elixir,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ephemeral,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,915,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ersatz,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,633,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Finagle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,694,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Festooned,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,935,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Fez,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,293,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Flimflam,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,808,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Flummery,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,849,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Flyspeck,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,833,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Foofaraw,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Fracas,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,592,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Frangipani,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1023,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Fuddy-duddy,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1091,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Futz,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,425,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gadzooks,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,834,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gambit,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,596,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gazebo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,600,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gizmo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,518,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Glabella,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,788,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gossamer,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,833,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Guffaw,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,608,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Guru,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,419,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Haboob,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,587,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Halcyon,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,718,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Haphazard,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,915,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Headlong,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,802,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Heyday,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,612,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hodgepodge,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1014,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hokum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,516,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hooligan,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,817,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hullabaloo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1027,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Huzzah,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,634,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ignoramus,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,949,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Infinitesimal,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1356,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Interrobang,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1147,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Izzard,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,628,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Jabberwocky,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1139,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Jalopy,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,623,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Jitney,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,627,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Juggernaut,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1052,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Juxtaposition,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1409,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kaput,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,517,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kerfuffle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,922,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kerplunk,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,844,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kismet,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kumquat,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,744,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Kvetch,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,613,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lackadaisical,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1302,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lampoon,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,726,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Limburger,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,937,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lollapalooza,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1258,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lollygag,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,827,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lugubrious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1073,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Lummox,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,642,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Machinations,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1246,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Maelstrom,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,948,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Manifesto,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,934,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Miffed,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,587,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Moocher,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,717,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Mnemonic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,822,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Mufti,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,517,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Mulligatawny,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1278,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Murmuration,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1187,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Muumuu,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,654,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Nabob,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,482,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Nagware,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,709,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Nainsook,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,834,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Nesh,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,398,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Noctambulist,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1269,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Nonplussed,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1067,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Noyade,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,608,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ogdoad,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,590,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Omphalos,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,835,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Operose,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,733,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Orrery,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,643,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Otalgia,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,705,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Oxymoron,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,875,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Pantagruelian,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1355,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Paraph,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,604,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Peely-wally,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1109,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Peterman,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,828,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Pilgarlic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,919,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Pollex,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,628,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Pother,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,626,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Previse,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,734,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Pugnacious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1054,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quibble,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,708,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quicksilver,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1170,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quiddle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,712,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quinze,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,636,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quirky,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,645,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Quixotic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,854,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Raconteur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,947,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ragamuffin,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1024,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Razzia,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,625,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Razzmatazz,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1086,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rejigger,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,815,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rendezvous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1077,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Resplendent,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1156,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rickrack,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,810,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ricochet,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,817,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Riffraff,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,806,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rigmarole,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,930,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Roundabout,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1059,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ruckus,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,637,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ruffian,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,715,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rugrat,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,629,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rumper,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,635,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rumpus,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,652,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sabayon,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,717,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sarmie,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,609,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scofflaw,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sassafras,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,935,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Saucier,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,716,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Saudade,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,695,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scalawag,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,803,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scatterbrain,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1250,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Schadenfreude,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1329,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Schlep,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,607,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Schmooze,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,840,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scintillating,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1365,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scrofulous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1077,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Scrumdiddlyumptious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2058,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sesquipedalian,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1464,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Shenanigans,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1135,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Skedaddle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,897,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Skirmish,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,842,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Skullduggery,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1282,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Slapdash,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,816,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Slipshod,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,838,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Smithereens,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1159,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Smorgasbord,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1155,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Snollygoster,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1301,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sobriquet,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,958,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sockdolager,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1134,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Solander,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,824,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Spaghettification,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1782,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Spellbind,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,925,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Splendiferous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1379,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Spitchcock,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1035,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Spurrier,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,860,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Sternutatory,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1316,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Stiction,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,845,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Struthious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1098,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
